9443 321 481
37 353 0 0
36 353 0 0
179 352 0 0
178 352 0 0
177 352 0 0
176 352 0 0
175 352 0 0
174 352 0 0
173 352 0 0
172 352 0 0
171 352 0 0
170 352 0 0
169 352 0 0
125 352 0 1
124 352 0 1
123 352 0 1
122 352 0 1
121 352 0 1
120 352 0 1
119 352 0 1
118 352 0 1
117 352 0 1
116 352 0 1
44 352 0 0
43 352 0 0
42 352 0 0
41 352 0 0
40 352 0 0
39 352 0 0
38 352 0 0
37 352 0 0
36 352 0 0
178 351 0 0
177 351 0 0
176 351 0 0
175 351 0 0
174 351 0 0
173 351 0 0
172 351 0 0
171 351 0 0
170 351 0 0
126 351 0 1
125 351 0 1
124 351 0 1
123 351 0 1
122 351 0 1
121 351 0 1
120 351 0 1
119 351 0 1
118 351 0 1
117 351 0 1
116 351 0 1
45 351 0 0
44 351 0 0
43 351 0 0
42 351 0 0
41 351 0 0
40 351 0 0
39 351 0 0
38 351 0 0
37 351 0 0
36 351 0 0
178 350 0 0
177 350 0 0
176 350 0 0
175 350 0 0
174 350 0 0
173 350 0 0
172 350 0 0
171 350 0 0
170 350 0 0
126 350 0 1
125 350 0 1
124 350 0 1
123 350 0 1
122 350 0 1
121 350 0 1
120 350 0 1
119 350 0 1
118 350 0 1
117 350 0 1
46 350 0 0
45 350 0 0
44 350 0 0
43 350 0 0
42 350 0 0
41 350 0 0
40 350 0 0
39 350 0 0
38 350 0 0
37 350 0 0
178 349 0 0
177 349 0 0
176 349 0 0
175 349 0 0
174 349 0 0
173 349 0 0
172 349 0 0
171 349 0 0
170 349 0 0
127 349 0 1
126 349 0 1
125 349 0 1
124 349 0 1
123 349 0 1
122 349 0 1
121 349 0 1
120 349 0 1
119 349 0 1
118 349 0 1
117 349 0 1
46 349 0 0
45 349 0 0
44 349 0 0
43 349 0 0
42 349 0 0
41 349 0 0
40 349 0 0
39 349 0 0
38 349 0 0
178 348 0 0
177 348 0 0
176 348 0 0
175 348 0 0
174 348 0 0
173 348 0 0
172 348 0 0
171 348 0 0
170 348 0 0
127 348 0 1
126 348 0 1
125 348 0 1
124 348 0 1
123 348 0 1
122 348 0 1
121 348 0 1
120 348 0 1
119 348 0 1
118 348 0 1
117 348 0 1
46 348 0 0
45 348 0 0
44 348 0 0
43 348 0 0
42 348 0 0
41 348 0 0
40 348 0 0
39 348 0 0
38 348 0 0
179 347 0 0
178 347 0 0
177 347 0 0
176 347 0 0
175 347 0 0
174 347 0 0
173 347 0 0
172 347 0 0
171 347 0 0
170 347 0 0
169 347 0 0
127 347 0 1
126 347 0 1
125 347 0 1
124 347 0 1
123 347 0 1
122 347 0 1
121 347 0 1
120 347 0 1
119 347 0 1
118 347 0 1
47 347 0 0
46 347 0 0
45 347 0 0
44 347 0 0
43 347 0 0
42 347 0 0
41 347 0 0
40 347 0 0
39 347 0 0
38 347 0 0
37 347 0 0
178 346 0 0
177 346 0 0
176 346 0 0
175 346 0 0
174 346 0 0
173 346 0 0
172 346 0 0
171 346 0 0
170 346 0 0
128 346 0 1
127 346 0 1
126 346 0 1
125 346 0 1
124 346 0 1
123 346 0 1
122 346 0 1
121 346 0 1
120 346 0 1
119 346 0 1
118 346 0 1
46 346 0 0
45 346 0 0
44 346 0 0
43 346 0 0
42 346 0 0
41 346 0 0
40 346 0 0
39 346 0 0
38 346 0 0
178 345 0 0
177 345 0 0
176 345 0 0
175 345 0 0
174 345 0 0
173 345 0 0
172 345 0 0
171 345 0 0
170 345 0 0
127 345 0 1
126 345 0 1
125 345 0 1
124 345 0 1
123 345 0 1
122 345 0 1
121 345 0 1
120 345 0 1
119 345 0 1
118 345 0 1
46 345 0 0
45 345 0 0
44 345 0 0
43 345 0 0
42 345 0 0
41 345 0 0
40 345 0 0
39 345 0 0
38 345 0 0
178 344 0 0
177 344 0 0
176 344 0 0
175 344 0 0
174 344 0 0
173 344 0 0
172 344 0 0
171 344 0 0
170 344 0 0
128 344 0 1
127 344 0 1
126 344 0 1
125 344 0 1
124 344 0 1
123 344 0 1
122 344 0 1
121 344 0 1
120 344 0 1
119 344 0 1
118 344 0 1
46 344 0 0
45 344 0 0
44 344 0 0
43 344 0 0
42 344 0 0
41 344 0 0
40 344 0 0
39 344 0 0
38 344 0 0
178 343 0 0
177 343 0 0
176 343 0 0
175 343 0 0
174 343 0 0
173 343 0 0
172 343 0 0
171 343 0 0
170 343 0 0
128 343 0 1
127 343 0 1
126 343 0 1
125 343 0 1
124 343 0 1
123 343 0 1
122 343 0 1
121 343 0 1
120 343 0 1
119 343 0 1
118 343 0 1
45 343 0 0
44 343 0 0
43 343 0 0
42 343 0 0
41 343 0 0
40 343 0 0
39 343 0 0
179 342 0 0
178 342 0 0
177 342 0 0
176 342 0 0
175 342 0 0
174 342 0 0
173 342 0 0
172 342 0 0
171 342 0 0
170 342 0 0
169 342 0 0
128 342 0 1
127 342 0 1
126 342 0 1
125 342 0 1
124 342 0 1
123 342 0 1
122 342 0 1
121 342 0 1
120 342 0 1
119 342 0 1
118 342 0 1
46 342 0 0
45 342 0 0
44 342 0 0
43 342 0 0
42 342 0 0
41 342 0 0
40 342 0 0
39 342 0 0
38 342 0 0
178 341 0 0
177 341 0 0
176 341 0 0
175 341 0 0
174 341 0 0
173 341 0 0
172 341 0 0
171 341 0 0
170 341 0 0
128 341 0 1
127 341 0 1
126 341 0 1
125 341 0 1
124 341 0 1
123 341 0 1
122 341 0 1
121 341 0 1
120 341 0 1
119 341 0 1
118 341 0 1
46 341 0 0
45 341 0 0
44 341 0 0
43 341 0 0
42 341 0 0
41 341 0 0
40 341 0 0
39 341 0 0
38 341 0 0
178 340 0 0
177 340 0 0
176 340 0 0
175 340 0 0
174 340 0 0
173 340 0 0
172 340 0 0
171 340 0 0
170 340 0 0
128 340 0 1
127 340 0 1
126 340 0 1
125 340 0 1
124 340 0 1
123 340 0 1
122 340 0 1
121 340 0 1
120 340 0 1
119 340 0 1
46 340 0 0
45 340 0 0
44 340 0 0
43 340 0 0
42 340 0 0
41 340 0 0
40 340 0 0
39 340 0 0
38 340 0 0
179 339 0 0
178 339 0 0
177 339 0 0
176 339 0 0
175 339 0 0
174 339 0 0
173 339 0 0
172 339 0 0
171 339 0 0
170 339 0 0
169 339 0 0
129 339 0 1
128 339 0 1
127 339 0 1
126 339 0 1
125 339 0 1
124 339 0 1
123 339 0 1
122 339 0 1
121 339 0 1
120 339 0 1
119 339 0 1
47 339 0 0
46 339 0 0
45 339 0 0
44 339 0 0
43 339 0 0
42 339 0 0
41 339 0 0
40 339 0 0
39 339 0 0
38 339 0 0
37 339 0 0
178 338 0 0
177 338 0 0
176 338 0 0
175 338 0 0
174 338 0 0
173 338 0 0
172 338 0 0
171 338 0 0
170 338 0 0
129 338 0 1
128 338 0 1
127 338 0 1
126 338 0 1
125 338 0 1
124 338 0 1
123 338 0 1
122 338 0 1
121 338 0 1
120 338 0 1
119 338 0 1
46 338 0 0
45 338 0 0
44 338 0 0
43 338 0 0
42 338 0 0
41 338 0 0
40 338 0 0
39 338 0 0
38 338 0 0
179 337 0 0
178 337 0 0
177 337 0 0
176 337 0 0
175 337 0 0
174 337 0 0
173 337 0 0
172 337 0 0
171 337 0 0
170 337 0 0
169 337 0 0
129 337 0 1
128 337 0 1
127 337 0 1
126 337 0 1
125 337 0 1
124 337 0 1
123 337 0 1
122 337 0 1
121 337 0 1
120 337 0 1
119 337 0 1
47 337 0 0
46 337 0 0
45 337 0 0
44 337 0 0
43 337 0 0
42 337 0 0
41 337 0 0
40 337 0 0
39 337 0 0
38 337 0 0
178 336 0 0
177 336 0 0
176 336 0 0
175 336 0 0
174 336 0 0
173 336 0 0
172 336 0 0
171 336 0 0
170 336 0 0
129 336 0 1
128 336 0 1
127 336 0 1
126 336 0 1
125 336 0 1
124 336 0 1
123 336 0 1
122 336 0 1
121 336 0 1
120 336 0 1
47 336 0 0
46 336 0 0
45 336 0 0
44 336 0 0
43 336 0 0
42 336 0 0
41 336 0 0
40 336 0 0
39 336 0 0
38 336 0 0
178 335 0 0
177 335 0 0
176 335 0 0
175 335 0 0
174 335 0 0
173 335 0 0
172 335 0 0
171 335 0 0
170 335 0 0
130 335 0 1
129 335 0 1
128 335 0 1
127 335 0 1
126 335 0 1
125 335 0 1
124 335 0 1
123 335 0 1
122 335 0 1
121 335 0 1
120 335 0 1
47 335 0 0
46 335 0 0
45 335 0 0
44 335 0 0
43 335 0 0
42 335 0 0
41 335 0 0
40 335 0 0
39 335 0 0
178 334 0 0
177 334 0 0
176 334 0 0
175 334 0 0
174 334 0 0
173 334 0 0
172 334 0 0
171 334 0 0
170 334 0 0
129 334 0 1
128 334 0 1
127 334 0 1
126 334 0 1
125 334 0 1
124 334 0 1
123 334 0 1
122 334 0 1
121 334 0 1
120 334 0 1
48 334 0 0
47 334 0 0
46 334 0 0
45 334 0 0
44 334 0 0
43 334 0 0
42 334 0 0
41 334 0 0
40 334 0 0
39 334 0 0
38 334 0 0
179 333 0 0
178 333 0 0
177 333 0 0
176 333 0 0
175 333 0 0
174 333 0 0
173 333 0 0
172 333 0 0
171 333 0 0
170 333 0 0
169 333 0 0
129 333 0 1
128 333 0 1
127 333 0 1
126 333 0 1
125 333 0 1
124 333 0 1
123 333 0 1
122 333 0 1
121 333 0 1
47 333 0 0
46 333 0 0
45 333 0 0
44 333 0 0
43 333 0 0
42 333 0 0
41 333 0 0
40 333 0 0
39 333 0 0
178 332 0 0
177 332 0 0
176 332 0 0
175 332 0 0
174 332 0 0
173 332 0 0
172 332 0 0
171 332 0 0
170 332 0 0
130 332 0 1
129 332 0 1
128 332 0 1
127 332 0 1
126 332 0 1
125 332 0 1
124 332 0 1
123 332 0 1
122 332 0 1
121 332 0 1
120 332 0 1
47 332 0 0
46 332 0 0
45 332 0 0
44 332 0 0
43 332 0 0
42 332 0 0
41 332 0 0
40 332 0 0
39 332 0 0
178 331 0 0
177 331 0 0
176 331 0 0
175 331 0 0
174 331 0 0
173 331 0 0
172 331 0 0
171 331 0 0
170 331 0 0
129 331 0 1
128 331 0 1
127 331 0 1
126 331 0 1
125 331 0 1
124 331 0 1
123 331 0 1
122 331 0 1
121 331 0 1
47 331 0 0
46 331 0 0
45 331 0 0
44 331 0 0
43 331 0 0
42 331 0 0
41 331 0 0
40 331 0 0
39 331 0 0
179 330 0 0
178 330 0 0
177 330 0 0
176 330 0 0
175 330 0 0
174 330 0 0
173 330 0 0
172 330 0 0
171 330 0 0
170 330 0 0
169 330 0 0
130 330 0 1
129 330 0 1
128 330 0 1
127 330 0 1
126 330 0 1
125 330 0 1
124 330 0 1
123 330 0 1
122 330 0 1
121 330 0 1
120 330 0 1
47 330 0 0
46 330 0 0
45 330 0 0
44 330 0 0
43 330 0 0
42 330 0 0
41 330 0 0
40 330 0 0
39 330 0 0
179 329 0 0
178 329 0 0
177 329 0 0
176 329 0 0
175 329 0 0
174 329 0 0
173 329 0 0
172 329 0 0
171 329 0 0
170 329 0 0
129 329 0 1
128 329 0 1
127 329 0 1
126 329 0 1
125 329 0 1
124 329 0 1
123 329 0 1
122 329 0 1
121 329 0 1
47 329 0 0
46 329 0 0
45 329 0 0
44 329 0 0
43 329 0 0
42 329 0 0
41 329 0 0
40 329 0 0
39 329 0 0
179 328 0 0
178 328 0 0
177 328 0 0
176 328 0 0
175 328 0 0
174 328 0 0
173 328 0 0
172 328 0 0
171 328 0 0
170 328 0 0
130 328 0 1
129 328 0 1
128 328 0 1
127 328 0 1
126 328 0 1
125 328 0 1
124 328 0 1
123 328 0 1
122 328 0 1
121 328 0 1
120 328 0 1
48 328 0 0
47 328 0 0
46 328 0 0
45 328 0 0
44 328 0 0
43 328 0 0
42 328 0 0
41 328 0 0
40 328 0 0
39 328 0 0
38 328 0 0
180 327 0 0
179 327 0 0
178 327 0 0
177 327 0 0
176 327 0 0
175 327 0 0
174 327 0 0
173 327 0 0
172 327 0 0
171 327 0 0
170 327 0 0
129 327 0 1
128 327 0 1
127 327 0 1
126 327 0 1
125 327 0 1
124 327 0 1
123 327 0 1
122 327 0 1
121 327 0 1
47 327 0 0
46 327 0 0
45 327 0 0
44 327 0 0
43 327 0 0
42 327 0 0
41 327 0 0
40 327 0 0
39 327 0 0
179 326 0 0
178 326 0 0
177 326 0 0
176 326 0 0
175 326 0 0
174 326 0 0
173 326 0 0
172 326 0 0
171 326 0 0
130 326 0 1
129 326 0 1
128 326 0 1
127 326 0 1
126 326 0 1
125 326 0 1
124 326 0 1
123 326 0 1
122 326 0 1
121 326 0 1
120 326 0 1
48 326 0 0
47 326 0 0
46 326 0 0
45 326 0 0
44 326 0 0
43 326 0 0
42 326 0 0
41 326 0 0
40 326 0 0
39 326 0 0
179 325 0 0
178 325 0 0
177 325 0 0
176 325 0 0
175 325 0 0
174 325 0 0
173 325 0 0
172 325 0 0
171 325 0 0
129 325 0 1
128 325 0 1
127 325 0 1
126 325 0 1
125 325 0 1
124 325 0 1
123 325 0 1
122 325 0 1
121 325 0 1
49 325 0 0
48 325 0 0
47 325 0 0
46 325 0 0
45 325 0 0
44 325 0 0
43 325 0 0
42 325 0 0
41 325 0 0
40 325 0 0
39 325 0 0
179 324 0 0
178 324 0 0
177 324 0 0
176 324 0 0
175 324 0 0
174 324 0 0
173 324 0 0
172 324 0 0
171 324 0 0
130 324 0 1
129 324 0 1
128 324 0 1
127 324 0 1
126 324 0 1
125 324 0 1
124 324 0 1
123 324 0 1
122 324 0 1
121 324 0 1
120 324 0 1
49 324 0 0
48 324 0 0
47 324 0 0
46 324 0 0
45 324 0 0
44 324 0 0
43 324 0 0
42 324 0 0
41 324 0 0
40 324 0 0
180 323 0 0
179 323 0 0
178 323 0 0
177 323 0 0
176 323 0 0
175 323 0 0
174 323 0 0
173 323 0 0
172 323 0 0
171 323 0 0
170 323 0 0
129 323 0 1
128 323 0 1
127 323 0 1
126 323 0 1
125 323 0 1
124 323 0 1
123 323 0 1
122 323 0 1
121 323 0 1
49 323 0 0
48 323 0 0
47 323 0 0
46 323 0 0
45 323 0 0
44 323 0 0
43 323 0 0
42 323 0 0
41 323 0 0
179 322 0 0
178 322 0 0
177 322 0 0
176 322 0 0
175 322 0 0
174 322 0 0
173 322 0 0
172 322 0 0
171 322 0 0
130 322 0 1
129 322 0 1
128 322 0 1
127 322 0 1
126 322 0 1
125 322 0 1
124 322 0 1
123 322 0 1
122 322 0 1
121 322 0 1
120 322 0 1
50 322 0 0
49 322 0 0
48 322 0 0
47 322 0 0
46 322 0 0
45 322 0 0
44 322 0 0
43 322 0 0
42 322 0 0
41 322 0 0
40 322 0 0
180 321 0 0
179 321 0 0
178 321 0 0
177 321 0 0
176 321 0 0
175 321 0 0
174 321 0 0
173 321 0 0
172 321 0 0
171 321 0 0
170 321 0 0
129 321 0 1
128 321 0 1
127 321 0 1
126 321 0 1
125 321 0 1
124 321 0 1
123 321 0 1
122 321 0 1
121 321 0 1
49 321 0 0
48 321 0 0
47 321 0 0
46 321 0 0
45 321 0 0
44 321 0 0
43 321 0 0
42 321 0 0
41 321 0 0
179 320 0 0
178 320 0 0
177 320 0 0
176 320 0 0
175 320 0 0
174 320 0 0
173 320 0 0
172 320 0 0
171 320 0 0
130 320 0 1
129 320 0 1
128 320 0 1
127 320 0 1
126 320 0 1
125 320 0 1
124 320 0 1
123 320 0 1
122 320 0 1
121 320 0 1
120 320 0 1
49 320 0 0
48 320 0 0
47 320 0 0
46 320 0 0
45 320 0 0
44 320 0 0
43 320 0 0
42 320 0 0
41 320 0 0
179 319 0 0
178 319 0 0
177 319 0 0
176 319 0 0
175 319 0 0
174 319 0 0
173 319 0 0
172 319 0 0
171 319 0 0
130 319 0 1
129 319 0 1
128 319 0 1
127 319 0 1
126 319 0 1
125 319 0 1
124 319 0 1
123 319 0 1
122 319 0 1
121 319 0 1
120 319 0 1
49 319 0 0
48 319 0 0
47 319 0 0
46 319 0 0
45 319 0 0
44 319 0 0
43 319 0 0
42 319 0 0
41 319 0 0
180 318 0 0
179 318 0 0
178 318 0 0
177 318 0 0
176 318 0 0
175 318 0 0
174 318 0 0
173 318 0 0
172 318 0 0
171 318 0 0
170 318 0 0
129 318 0 1
128 318 0 1
127 318 0 1
126 318 0 1
125 318 0 1
124 318 0 1
123 318 0 1
122 318 0 1
121 318 0 1
49 318 0 0
48 318 0 0
47 318 0 0
46 318 0 0
45 318 0 0
44 318 0 0
43 318 0 0
42 318 0 0
41 318 0 0
179 317 0 0
178 317 0 0
177 317 0 0
176 317 0 0
175 317 0 0
174 317 0 0
173 317 0 0
172 317 0 0
171 317 0 0
130 317 0 1
129 317 0 1
128 317 0 1
127 317 0 1
126 317 0 1
125 317 0 1
124 317 0 1
123 317 0 1
122 317 0 1
121 317 0 1
120 317 0 1
49 317 0 0
48 317 0 0
47 317 0 0
46 317 0 0
45 317 0 0
44 317 0 0
43 317 0 0
42 317 0 0
41 317 0 0
179 316 0 0
178 316 0 0
177 316 0 0
176 316 0 0
175 316 0 0
174 316 0 0
173 316 0 0
172 316 0 0
171 316 0 0
130 316 0 1
129 316 0 1
128 316 0 1
127 316 0 1
126 316 0 1
125 316 0 1
124 316 0 1
123 316 0 1
122 316 0 1
121 316 0 1
50 316 0 0
49 316 0 0
48 316 0 0
47 316 0 0
46 316 0 0
45 316 0 0
44 316 0 0
43 316 0 0
42 316 0 0
41 316 0 0
40 316 0 0
180 315 0 0
179 315 0 0
178 315 0 0
177 315 0 0
176 315 0 0
175 315 0 0
174 315 0 0
173 315 0 0
172 315 0 0
171 315 0 0
170 315 0 0
130 315 0 1
129 315 0 1
128 315 0 1
127 315 0 1
126 315 0 1
125 315 0 1
124 315 0 1
123 315 0 1
122 315 0 1
121 315 0 1
120 315 0 1
49 315 0 0
48 315 0 0
47 315 0 0
46 315 0 0
45 315 0 0
44 315 0 0
43 315 0 0
42 315 0 0
41 315 0 0
179 314 0 0
178 314 0 0
177 314 0 0
176 314 0 0
175 314 0 0
174 314 0 0
173 314 0 0
172 314 0 0
171 314 0 0
130 314 0 1
129 314 0 1
128 314 0 1
127 314 0 1
126 314 0 1
125 314 0 1
124 314 0 1
123 314 0 1
122 314 0 1
121 314 0 1
50 314 0 0
49 314 0 0
48 314 0 0
47 314 0 0
46 314 0 0
45 314 0 0
44 314 0 0
43 314 0 0
42 314 0 0
41 314 0 0
179 313 0 0
178 313 0 0
177 313 0 0
176 313 0 0
175 313 0 0
174 313 0 0
173 313 0 0
172 313 0 0
171 313 0 0
131 313 0 1
130 313 0 1
129 313 0 1
128 313 0 1
127 313 0 1
126 313 0 1
125 313 0 1
124 313 0 1
123 313 0 1
122 313 0 1
121 313 0 1
51 313 0 0
50 313 0 0
49 313 0 0
48 313 0 0
47 313 0 0
46 313 0 0
45 313 0 0
44 313 0 0
43 313 0 0
42 313 0 0
41 313 0 0
179 312 0 0
178 312 0 0
177 312 0 0
176 312 0 0
175 312 0 0
174 312 0 0
173 312 0 0
172 312 0 0
171 312 0 0
131 312 0 1
130 312 0 1
129 312 0 1
128 312 0 1
127 312 0 1
126 312 0 1
125 312 0 1
124 312 0 1
123 312 0 1
122 312 0 1
121 312 0 1
51 312 0 0
50 312 0 0
49 312 0 0
48 312 0 0
47 312 0 0
46 312 0 0
45 312 0 0
44 312 0 0
43 312 0 0
42 312 0 0
178 311 0 0
177 311 0 0
176 311 0 0
175 311 0 0
174 311 0 0
173 311 0 0
172 311 0 0
130 311 0 1
129 311 0 1
128 311 0 1
127 311 0 1
126 311 0 1
125 311 0 1
124 311 0 1
123 311 0 1
122 311 0 1
51 311 0 0
50 311 0 0
49 311 0 0
48 311 0 0
47 311 0 0
46 311 0 0
45 311 0 0
44 311 0 0
43 311 0 0
175 310 0 0
131 310 0 1
130 310 0 1
129 310 0 1
128 310 0 1
127 310 0 1
126 310 0 1
125 310 0 1
124 310 0 1
123 310 0 1
122 310 0 1
121 310 0 1
52 310 0 0
51 310 0 0
50 310 0 0
49 310 0 0
48 310 0 0
47 310 0 0
46 310 0 0
45 310 0 0
44 310 0 0
43 310 0 0
42 310 0 0
130 309 0 1
129 309 0 1
128 309 0 1
127 309 0 1
126 309 0 1
125 309 0 1
124 309 0 1
123 309 0 1
122 309 0 1
51 309 0 0
50 309 0 0
49 309 0 0
48 309 0 0
47 309 0 0
46 309 0 0
45 309 0 0
44 309 0 0
43 309 0 0
130 308 0 1
129 308 0 1
128 308 0 1
127 308 0 1
126 308 0 1
125 308 0 1
124 308 0 1
123 308 0 1
122 308 0 1
51 308 0 0
50 308 0 0
49 308 0 0
48 308 0 0
47 308 0 0
46 308 0 0
45 308 0 0
44 308 0 0
43 308 0 0
131 307 0 1
130 307 0 1
129 307 0 1
128 307 0 1
127 307 0 1
126 307 0 1
125 307 0 1
124 307 0 1
123 307 0 1
122 307 0 1
121 307 0 1
51 307 0 0
50 307 0 0
49 307 0 0
48 307 0 0
47 307 0 0
46 307 0 0
45 307 0 0
44 307 0 0
43 307 0 0
130 306 0 1
129 306 0 1
128 306 0 1
127 306 0 1
126 306 0 1
125 306 0 1
124 306 0 1
123 306 0 1
122 306 0 1
51 306 0 0
50 306 0 0
49 306 0 0
48 306 0 0
47 306 0 0
46 306 0 0
45 306 0 0
44 306 0 0
43 306 0 0
130 305 0 1
129 305 0 1
128 305 0 1
127 305 0 1
126 305 0 1
125 305 0 1
124 305 0 1
123 305 0 1
122 305 0 1
52 305 0 0
51 305 0 0
50 305 0 0
49 305 0 0
48 305 0 0
47 305 0 0
46 305 0 0
45 305 0 0
44 305 0 0
43 305 0 0
42 305 0 0
131 304 0 1
130 304 0 1
129 304 0 1
128 304 0 1
127 304 0 1
126 304 0 1
125 304 0 1
124 304 0 1
123 304 0 1
122 304 0 1
121 304 0 1
51 304 0 0
50 304 0 0
49 304 0 0
48 304 0 0
47 304 0 0
46 304 0 0
45 304 0 0
44 304 0 0
43 304 0 0
130 303 0 1
129 303 0 1
128 303 0 1
127 303 0 1
126 303 0 1
125 303 0 1
124 303 0 1
123 303 0 1
122 303 0 1
51 303 0 0
50 303 0 0
49 303 0 0
48 303 0 0
47 303 0 0
46 303 0 0
45 303 0 0
44 303 0 0
43 303 0 0
130 302 0 1
129 302 0 1
128 302 0 1
127 302 0 1
126 302 0 1
125 302 0 1
124 302 0 1
123 302 0 1
122 302 0 1
51 302 0 0
50 302 0 0
49 302 0 0
48 302 0 0
47 302 0 0
46 302 0 0
45 302 0 0
44 302 0 0
43 302 0 0
131 301 0 1
130 301 0 1
129 301 0 1
128 301 0 1
127 301 0 1
126 301 0 1
125 301 0 1
124 301 0 1
123 301 0 1
122 301 0 1
121 301 0 1
52 301 0 0
51 301 0 0
50 301 0 0
49 301 0 0
48 301 0 0
47 301 0 0
46 301 0 0
45 301 0 0
44 301 0 0
131 300 0 1
130 300 0 1
129 300 0 1
128 300 0 1
127 300 0 1
126 300 0 1
125 300 0 1
124 300 0 1
123 300 0 1
122 300 0 1
52 300 0 0
51 300 0 0
50 300 0 0
49 300 0 0
48 300 0 0
47 300 0 0
46 300 0 0
45 300 0 0
44 300 0 0
131 299 0 1
130 299 0 1
129 299 0 1
128 299 0 1
127 299 0 1
126 299 0 1
125 299 0 1
124 299 0 1
123 299 0 1
122 299 0 1
52 299 0 0
51 299 0 0
50 299 0 0
49 299 0 0
48 299 0 0
47 299 0 0
46 299 0 0
45 299 0 0
44 299 0 0
132 298 0 1
131 298 0 1
130 298 0 1
129 298 0 1
128 298 0 1
127 298 0 1
126 298 0 1
125 298 0 1
124 298 0 1
123 298 0 1
122 298 0 1
53 298 0 0
52 298 0 0
51 298 0 0
50 298 0 0
49 298 0 0
48 298 0 0
47 298 0 0
46 298 0 0
45 298 0 0
44 298 0 0
43 298 0 0
131 297 0 1
130 297 0 1
129 297 0 1
128 297 0 1
127 297 0 1
126 297 0 1
125 297 0 1
124 297 0 1
123 297 0 1
53 297 0 0
52 297 0 0
51 297 0 0
50 297 0 0
49 297 0 0
48 297 0 0
47 297 0 0
46 297 0 0
45 297 0 0
44 297 0 0
132 296 0 1
131 296 0 1
130 296 0 1
129 296 0 1
128 296 0 1
127 296 0 1
126 296 0 1
125 296 0 1
124 296 0 1
123 296 0 1
122 296 0 1
53 296 0 0
52 296 0 0
51 296 0 0
50 296 0 0
49 296 0 0
48 296 0 0
47 296 0 0
46 296 0 0
45 296 0 0
44 296 0 0
131 295 0 1
130 295 0 1
129 295 0 1
128 295 0 1
127 295 0 1
126 295 0 1
125 295 0 1
124 295 0 1
123 295 0 1
53 295 0 0
52 295 0 0
51 295 0 0
50 295 0 0
49 295 0 0
48 295 0 0
47 295 0 0
46 295 0 0
45 295 0 0
44 295 0 0
131 294 0 1
130 294 0 1
129 294 0 1
128 294 0 1
127 294 0 1
126 294 0 1
125 294 0 1
124 294 0 1
123 294 0 1
54 294 0 0
53 294 0 0
52 294 0 0
51 294 0 0
50 294 0 0
49 294 0 0
48 294 0 0
47 294 0 0
46 294 0 0
45 294 0 0
44 294 0 0
132 293 0 1
131 293 0 1
130 293 0 1
129 293 0 1
128 293 0 1
127 293 0 1
126 293 0 1
125 293 0 1
124 293 0 1
123 293 0 1
122 293 0 1
53 293 0 0
52 293 0 0
51 293 0 0
50 293 0 0
49 293 0 0
48 293 0 0
47 293 0 0
46 293 0 0
45 293 0 0
131 292 0 1
130 292 0 1
129 292 0 1
128 292 0 1
127 292 0 1
126 292 0 1
125 292 0 1
124 292 0 1
123 292 0 1
53 292 0 0
52 292 0 0
51 292 0 0
50 292 0 0
49 292 0 0
48 292 0 0
47 292 0 0
46 292 0 0
45 292 0 0
131 291 0 1
130 291 0 1
129 291 0 1
128 291 0 1
127 291 0 1
126 291 0 1
125 291 0 1
124 291 0 1
123 291 0 1
53 291 0 0
52 291 0 0
51 291 0 0
50 291 0 0
49 291 0 0
48 291 0 0
47 291 0 0
46 291 0 0
45 291 0 0
132 290 0 1
131 290 0 1
130 290 0 1
129 290 0 1
128 290 0 1
127 290 0 1
126 290 0 1
125 290 0 1
124 290 0 1
123 290 0 1
122 290 0 1
52 290 0 0
51 290 0 0
50 290 0 0
49 290 0 0
48 290 0 0
47 290 0 0
46 290 0 0
131 289 0 1
130 289 0 1
129 289 0 1
128 289 0 1
127 289 0 1
126 289 0 1
125 289 0 1
124 289 0 1
123 289 0 1
49 289 0 0
131 288 0 1
130 288 0 1
129 288 0 1
128 288 0 1
127 288 0 1
126 288 0 1
125 288 0 1
124 288 0 1
123 288 0 1
132 287 0 1
131 287 0 1
130 287 0 1
129 287 0 1
128 287 0 1
127 287 0 1
126 287 0 1
125 287 0 1
124 287 0 1
123 287 0 1
122 287 0 1
132 286 0 1
131 286 0 1
130 286 0 1
129 286 0 1
128 286 0 1
127 286 0 1
126 286 0 1
125 286 0 1
124 286 0 1
123 286 0 1
132 285 0 1
131 285 0 1
130 285 0 1
129 285 0 1
128 285 0 1
127 285 0 1
126 285 0 1
125 285 0 1
124 285 0 1
123 285 0 1
133 284 0 1
132 284 0 1
131 284 0 1
130 284 0 1
129 284 0 1
128 284 0 1
127 284 0 1
126 284 0 1
125 284 0 1
124 284 0 1
123 284 0 1
132 283 0 1
131 283 0 1
130 283 0 1
129 283 0 1
128 283 0 1
127 283 0 1
126 283 0 1
125 283 0 1
124 283 0 1
133 282 0 1
132 282 0 1
131 282 0 1
130 282 0 1
129 282 0 1
128 282 0 1
127 282 0 1
126 282 0 1
125 282 0 1
124 282 0 1
123 282 0 1
132 281 0 1
131 281 0 1
130 281 0 1
129 281 0 1
128 281 0 1
127 281 0 1
126 281 0 1
125 281 0 1
124 281 0 1
133 280 0 1
132 280 0 1
131 280 0 1
130 280 0 1
129 280 0 1
128 280 0 1
127 280 0 1
126 280 0 1
125 280 0 1
124 280 0 1
123 280 0 1
133 279 0 1
132 279 0 1
131 279 0 1
